running_number,created_at,updated_at,district,subdistrict,province,days_waiting,hours_waiting,location_name,location_other,status_text
HDY68-1125-15804,2025-11-25 14:41:21,2025-11-25 14:41:21,หาดใหญ่,คอหงส์,สงขลา,0.43,10.4,,ตอนนี้นำค่อยข้างแรง ยังไม่มีหน่วยงานไหนเข้ามาให้อาหารและน้ำครับ,รอการช่วยเหลือ
HDY68-1125-15805,2025-11-25 14:41:24,2025-11-25 14:41:24,หาดใหญ่,คอหงส์,สงขลา,0.43,10.4,,,รอการช่วยเหลือ
HDY68-1125-15810,2025-11-25 14:41:48,2025-11-25 14:41:48,หาดใหญ่,หาดใหญ่,สงขลา,0.43,10.4,,,รอการช่วยเหลือ
HDY68-1125-15820,2025-11-25 14:43:05,2025-11-25 14:43:05,หาดใหญ่,คูเต่า,สงขลา,0.43,10.4,,"🆘ตำบลคูเต่า อ.หาดใหญ่🆘
คูเต่าเป็นพื้นที่ปลายน้ำ รับน้ำจากหาดใหญ่ก่อนลงสู่ทะเล ตอนนี้จมหมดเเล้วค่ะ ช่วยแบ่งหน่วยงานเข้าไปดูด้วยนะคะ ถุงยังชีพ ข้าว น้ำ อาหารต้องการอย่างมากในตอนนี้ค่ะ ช่วยด้วยนะคะ  ขอบคุณมากๆค่ะ 🙏🏻🙏🏻",รอการช่วยเหลือ
HDY68-1125-15829,2025-11-25 14:43:41,2025-11-25 14:43:41,หาดใหญ่,หาดใหญ่,สงขลา,0.43,10.4,,,รอการช่วยเหลือ
HDY68-1125-15831,2025-11-25 14:43:48,2025-11-25 14:43:48,หาดใหญ่,บ้านพรุ,สงขลา,0.43,10.4,,"แบตมือถือ เริ่มจะหมด
อาหารเริ่มหมด
คน3 คน
สัตว์ เลี้ยง หมา2แมว3",รอการช่วยเหลือ
HDY68-1125-15839,2025-11-25 14:44:32,2025-11-25 14:44:32,หาดใหญ่,หาดใหญ่,สงขลา,0.43,10.4,,"ไม่ได้รับการช่วยเหลือตั้งแต่ 21 พ.ย. ครับ
ตอนนี้ชาวบ้านรอบๆอพยพมาอยู่ที่หอนี้ครับ",รอการช่วยเหลือ
HDY68-1125-15840,2025-11-25 14:44:34,2025-11-25 14:44:34,หาดใหญ่,คลองแห,สงขลา,0.43,10.4,,,รอการช่วยเหลือ
HDY68-1125-15842,2025-11-25 14:44:38,2025-11-25 14:44:38,หาดใหญ่,คอหงส์,สงขลา,0.43,10.4,,,รอการช่วยเหลือ
HDY68-1125-15845,2025-11-25 14:44:57,2025-11-25 14:44:57,หาดใหญ่,หาดใหญ่,สงขลา,0.43,10.4,,"ขอความช่วยเหลือ ผู้สูงอายุ ขอเสบียง อาหาร+น้ำ
อาม่า ลิ่มเกียว อายุ 96 ปี
อาเจ็ก ไชยวิทย์ อายุ 66 ปี
ติดอยู่ในบ้านเป็นตึกแถว 3 ชั้นครึ่ง ห้องที่ 4 จากหัวมุมค่ะ อยู่โซน ตลาดกิมหยง 
พิกัด บ้านเลขที่ 22 ถ.นิพัทอุทิศ 3 
https://maps.app.goo.gl/x2EGaVUFygtkaNbS8",รอการช่วยเหลือ
HDY68-1125-15849,2025-11-25 14:45:12,2025-11-25 14:45:12,หาดใหญ่,คลองแห,สงขลา,0.43,10.4,,,รอการช่วยเหลือ
HDY68-1125-15853,2025-11-25 14:45:44,2025-11-25 14:45:44,หาดใหญ่,คอหงส์,สงขลา,0.43,10.4,,"ในตึกมี ทั้งหมด 4 คน น้องหมา 1ตัว ต้องการข้าวกล่อง,น้ำดื่ม ด่วนๆนะคะตอนนี้ติดต่อใครไม่ได้เลยค่ะ",รอการช่วยเหลือ
HDY68-1125-15855,2025-11-25 14:45:51,2025-11-25 14:45:51,หาดใหญ่,คอหงส์,สงขลา,0.43,10.4,,หน้าปากซอยทางเข้าจะเป็นอู่ซ่อมรถทัฟโคด ป้ายใหญ่เลยค่ะ,รอการช่วยเหลือ
HDY68-1125-15860,2025-11-25 14:46:17,2025-11-25 14:46:17,หาดใหญ่,หาดใหญ่,สงขลา,0.43,10.4,,,รอการช่วยเหลือ
HDY68-1125-15863,2025-11-25 14:46:30,2025-11-25 14:46:30,หาดใหญ่,คอหงส์,สงขลา,0.43,10.3,,,รอการช่วยเหลือ
HDY68-1125-15865,2025-11-25 14:46:41,2025-11-25 14:46:41,หาดใหญ่,คอหงส์,สงขลา,0.43,10.3,,,รอการช่วยเหลือ
HDY68-1125-15869,2025-11-25 14:47:05,2025-11-25 14:47:05,หาดใหญ่,หาดใหญ่,สงขลา,0.43,10.3,,รบกวนด่วนหน่อยนะคะ หลายวันแล้ว ต้องการน้ำ อาหารค่ะ,รอการช่วยเหลือ
HDY68-1125-15872,2025-11-25 14:47:12,2025-11-25 14:47:12,หาดใหญ่,คอหงส์,สงขลา,0.43,10.3,,ติดอยู่บนนั้นมา 2วันแล้ว ไปไหนไม่ได้ มีลูกกรงกั้นไว้,รอการช่วยเหลือ
HDY68-1125-15878,2025-11-25 14:47:44,2025-11-25 14:47:44,หาดใหญ่,คอหงส์,สงขลา,0.43,10.3,,,รอการช่วยเหลือ
HDY68-1125-15881,2025-11-25 14:47:59,2025-11-25 14:47:59,หาดใหญ่,หาดใหญ่,สงขลา,0.43,10.3,,"📍 พิกัด
 https://www.google.com/maps/@7.0130944,100.4814772,3a,75y,18.63h,91.49t/data=!3m7!1e1!3m5!1s65YtaIF5X38TYf3o2h2aRQ!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D-1.4918796811488306%26panoid%3D65YtaIF5X38TYf3o2h2aRQ%26yaw%3D18.628507854225745!7i16384!8i8192?entry=ttu&g_ep=EgoyMDI1MTExNy4wIKXMDSoASAFQAw%3D%3D

บ้านสองหลัง
ประตูสีฟ้า และประตูอะลูมิเนียม

มีสมาชิก 5 คน
ผู้สูงอายุ 80 ปี จำนวน 2 คน
และ อายุ 60 ปี จำนวน 3 คน

เป็นเบาหวาน และค่าไตไม่ค่อยดี
ต้องการอาหารแห้ง และน้ำดื่มสะอาด

ติดต่อ
น้ำตาล 0887920592",รอการช่วยเหลือ
HDY68-1125-15892,2025-11-25 14:48:21,2025-11-25 14:48:21,หาดใหญ่,คอหงส์,สงขลา,0.43,10.3,,,รอการช่วยเหลือ
HDY68-1125-15896,2025-11-25 14:48:31,2025-11-25 14:48:31,หาดใหญ่,หาดใหญ่,สงขลา,0.43,10.3,,,รอการช่วยเหลือ
HDY68-1125-15899,2025-11-25 14:48:46,2025-11-25 15:11:56,หาดใหญ่,คอหงส์,สงขลา,0.43,10.3,,ขอความช่วยเหลือน้องแมว 5 ตัวเนื่องจากติดน้ำท่วมอยู่จุดอื่น ไม่สามารถเข้าไปช่วยเหลือน้องได้,รอการช่วยเหลือ
HDY68-1125-15901,2025-11-25 14:48:48,2025-11-25 14:48:48,หาดใหญ่,หาดใหญ่,สงขลา,0.43,10.3,,อยากให้เข้าไปดูให้หน่อยครับว่าคนที่บ้านเป็นอย่างไรบ้าง เนื่องจากติดต่อไม่ได้,รอการช่วยเหลือ
HDY68-1125-15902,2025-11-25 14:48:52,2025-11-25 14:48:52,หาดใหญ่,หาดใหญ่,สงขลา,0.43,10.3,,"มีจำนวนมีจำนวนผู้อาศัย 2 ท่านเป็นผู้สูงอายุ 
ขาดแคลนน้ำขาดแคลนน้ำและอาหารแห้ง",รอการช่วยเหลือ
HDY68-1125-15909,2025-11-25 14:49:14,2025-11-25 14:49:14,หาดใหญ่,คอหงส์,สงขลา,0.43,10.3,,"อพาร์ทเมนท์ มีคนติดอยู่ 25 คน
หลักๆ ขาดอาหารและน้ำ",รอการช่วยเหลือ
HDY68-1125-15914,2025-11-25 14:49:20,2025-11-25 14:49:20,หาดใหญ่,คอหงส์,สงขลา,0.43,10.3,,มีคนติดในคอนโดหลายคน และแคลนอาหารจำนวนมาก,รอการช่วยเหลือ
HDY68-1125-15915,2025-11-25 14:49:32,2025-11-25 14:49:32,หาดใหญ่,หาดใหญ่,สงขลา,0.43,10.3,,"👵🏻 มีคนสูงอายุอยู่ในบ้านคนเดียว ติดต่อไม่ได้ อาหาร/น้ำดื่มใกล้หมด
🆘 ช่วยส่งอาหาร/น้ำดื่มหน่อยคะ",รอการช่วยเหลือ
HDY68-1125-15916,2025-11-25 14:49:35,2025-11-25 14:49:35,บางกล่ำ,ท่าช้าง,สงขลา,0.43,10.3,,คนข้างในประมาณ30คนหลังเดียว ตอนนี้ไม่มาสามารถติดต่อข้างในได้เลยครับ,รอการช่วยเหลือ
HDY68-1125-15920,2025-11-25 14:49:51,2025-11-25 14:49:51,หาดใหญ่,คอหงส์,สงขลา,0.43,10.3,,ขอความช่วยเหลือหน่อยค่ะ มีผู้ชายและผู้หญิงอายุ58-60ปีอยู่กันแค่สองคนค่ะ มีหมา1ตัวค่ะ แบตใกล้จะหมดต้องการความช่วยเหลือค่ะ,รอการช่วยเหลือ
HDY68-1125-15931,2025-11-25 14:50:33,2025-11-25 15:11:20,หาดใหญ่,ควนลัง,สงขลา,0.43,10.3,,,รอการช่วยเหลือ
HDY68-1125-15933,2025-11-25 14:50:40,2025-11-25 14:50:40,หาดใหญ่,ควนลัง,สงขลา,0.43,10.3,,,รอการช่วยเหลือ
UNK68-1125-0157,2025-11-25 14:51:11,2025-11-25 14:51:11,-,-,-,0.43,10.3,,บ้านเลขที่ 67 ซ.2 ถ.รัตนอุทิศ หลังนี้มีเฉพาะผู้หญิง 5 คน 3 วันแล้วติดต่อไม่ได้เนื่องตัดไฟ แบตโทรศัพท์หมด เบื้องต้นขออาหารก่อน หากเจอค่อยสอบถามจะอพยพมั๊ย ผู้ประสานอยู่พัทลุง ครับ ขอบคุณ,รอการช่วยเหลือ
HDY68-1125-15947,2025-11-25 14:51:35,2025-11-25 14:51:35,หาดใหญ่,คอหงส์,สงขลา,0.43,10.3,,น้ำท่วมถึงชั้น 2 มีเด็กเล็ก 2 คน คนแก่ 3 ผู้ใหญ่ 2 รวม 7 คน ไม่มีอาหารเลย ต้องการอาหารด่วนมาก,รอการช่วยเหลือ
